Date,Location,Province,Address,Health Authority,Drug Checking Site,Sold As/Expected Drug,Category,Colour,Texture,Code,Fentanyl,Benzodiazepine,FTIR Spectrometer,Source
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Mescaline,Psychedelic,White,Granules,N/A,Negative,Unspecified,Mescaline,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,Colourless,Granules,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Methamphetamine,Stimulant,Light Yellow,Granules,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Colourless,Chunk,N/A,Negative,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Colourless,Crystal,N/A,Negative,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Colourless,Crystal,N/A,Negative,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Colourless,Crystal,N/A,Negative,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Colourless,Crystal,N/A,Negative,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Colourless,Pebble,N/A,Negative,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Light Brown,Crystal,N/A,Negative,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Light Yellow,Pebble,N/A,Negative,Negative,"Methamphetamine, Dimethyl sulfone",bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Orange,Granules,N/A,Negative,Negative,"Uncertain carbohydrate, Ketamine, Mdma, Uncertain match",bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Purple,Chunk,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,White,Crystal,N/A,Negative,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Yellow,Granules,N/A,Negative,Negative,"5-meo-mipt, Microcrystalline cellulose, Uncertain oil",bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Blue,Granules,N/A,Positive,Positive,"Fentanyl, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Light Pink,Granules,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Unknown,Unknown,Colourless,Chunk,N/A,Negative,Negative,"Dimethyl sulfone, Methamphetamine",bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Light Brown,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,GHB,Depressant,Colourless,Liquid,N/A,Negative,Unspecified,Gbl,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Brown,Pebble,N/A,Negative,Negative,,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Light Brown,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Green,Granules,N/A,Positive,Negative,"Erythritol, Caffeine, Para-fluorofentanyl",bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Green,Pebble,N/A,Negative,Negative,Caffeine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Brown,Granules,N/A,Positive,Negative,"Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Brown,Pebble,N/A,Positive,Negative,"Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Purple,Powder,N/A,Negative,Negative,Neg,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,White,Powder,N/A,Negative,Negative,Neg,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,White,Powder,N/A,Positive,Negative,"Para-fluorofentanyl, Uncertain match",bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Fentanyl,Opioid,Grey,Pebble,N/A,Positive,Negative,"Fentanyl, Uncertain match, Para-fluorofentanyl",bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,GBL,Depressant,Colourless,Liquid,N/A,Negative,Unspecified,Gbl,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Down (Unknown Opioid),Opioid,Light Yellow,Crystal,N/A,Negative,Negative,4-anilino-1-boc-piperidine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,White,Granules,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Brown,Granules,N/A,Negative,Unspecified,"Mdma, Mda",bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Granules,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,White,Granules,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,White,Granules,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Light Brown,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,MDMA,Psychedelic,Brown,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-29,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Ketamine,Psychedelic,Colourless,Chunk,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Crack Cocaine,Stimulant,White,Chunk,N/A,Negative,Unspecified,Cocaine base,bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Beige,Chunk,N/A,Positive,Positive,"Erythritol, Para-fluorofentanyl",bccsu-drugsense.onrender.com
2024-06-28,Powell River,BC,"Powell River, BC, Canada",Vancouver Coastal,Tla'amin Nation,Cocaine,Stimulant,White,Chunk,N/A,Negative,Negative,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Beige,Powder,N/A,Positive,Positive,"Methamphetamine, Fentanyl, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-28,Prince George,BC,"Prince George, BC, Canada",Northern Health,POUNDS,Unknown,Unknown,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Black,Chunk,N/A,Positive,Positive,"Uncertain carbohydrate, Caffeine, Phenacetin, Erythritol",bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Crack Cocaine,Stimulant,Black,Residue,N/A,Positive,Negative,"Cocaine base, Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-28,Prince George,BC,"Prince George, BC, Canada",Northern Health,POUNDS,Down (Unknown Opioid),Opioid,Dark Yellow,Chunk,N/A,Positive,Positive,"Fentanyl, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-28,Prince George,BC,"Prince George, BC, Canada",Northern Health,POUNDS,MDMA,Psychedelic,Purple,Crystal,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-28,Prince George,BC,"Prince George, BC, Canada",Northern Health,POUNDS,Ketamine,Psychedelic,White,Chunk,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-28,Prince George,BC,"Prince George, BC, Canada",Northern Health,POUNDS,Ketamine,Psychedelic,Colourless,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-28,Powell River,BC,"Powell River, BC, Canada",Vancouver Coastal,Tla'amin Nation,Cocaine,Stimulant,White,Chunk,N/A,Negative,Negative,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Blue,Chunk,N/A,Positive,Positive,"Erythritol, Fentanyl, Mannitol, Caffeine, Desalkylgidazepam",bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Blue,Chunk,N/A,Positive,Positive,"Caffeine, Lactose, Para-fluorofentanyl, Erythritol",bccsu-drugsense.onrender.com
2024-06-28,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,4-MMC,Stimulant,White,Crystal,N/A,Negative,Unspecified,"N,n-dimethylpentylone",bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Blue,Granules,N/A,Positive,Positive,"Erythritol, Caffeine, Uncertain match, Cocaine base, Para-fluorofentanyl base, Xylazine",bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Blue,Pebble,N/A,Positive,Positive,"Erythritol, Fentanyl, Phenacetin",bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Brown,Residue,N/A,Positive,Positive,"Uncertain carbohydrate, Caffeine, Fentanyl",bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Light Brown,Granules,N/A,Positive,Negative,"Fentanyl, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Pink,Chunk,N/A,Positive,Positive,"Caffeine, Phenacetin, Erythritol, Uncertain oil",bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Purple,Granules,N/A,Positive,Negative,"Mannitol, Methamphetamine, Para-fluorofentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Down (Unknown Opioid),Opioid,Red,Granules,N/A,Positive,Positive,"Erythritol, Fentanyl, Bromazolam, Caffeine",bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Methamphetamine,Stimulant,White,Powder,N/A,Negative,Negative,"Taurine, Ketamine, Methamphetamine",bccsu-drugsense.onrender.com
2024-06-28,Surrey,BC,"Surrey, BC, Canada",Fraser Health,Foxglove Housing,Methamphetamine,Stimulant,White,Residue,N/A,Negative,Negative,"Taurine, Ketamine, Methamphetamine",bccsu-drugsense.onrender.com
2024-06-28,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,4-MMC,Stimulant,White,Crystal,N/A,Negative,Unspecified,"3-mmc, Caffeine",bccsu-drugsense.onrender.com
2024-06-28,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,4-MMC,Stimulant,White,Crystal,N/A,Negative,Unspecified,4-mmc,bccsu-drugsense.onrender.com
2024-06-28,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,4F-MPH,Stimulant,White,Powder,N/A,Negative,Unspecified,4f-mph,bccsu-drugsense.onrender.com
2024-06-28,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Allylescaline,Psychedelic,White,Granules,N/A,Negative,Unspecified,3c-p,bccsu-drugsense.onrender.com
2024-06-28,Penticton,BC,"Penticton, BC, Canada",Interior Health,Burdock House (Penticton),Unknown,Unknown,Orange,Chunk,N/A,Positive,Positive,"Caffeine, Erythritol, Fentanyl",bccsu-drugsense.onrender.com
2024-06-28,Penticton,BC,"Penticton, BC, Canada",Interior Health,Burdock House (Penticton),Unknown,Unknown,Yellow,Powder,N/A,Negative,Negative,Uncertain carbohydrate,bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Down (Unknown Opioid),Opioid,Beige,Granules,N/A,Positive,Positive,"Fentanyl, Uncertain match, Caffeine, Erythritol, Bromazolam",bccsu-drugsense.onrender.com
2024-06-28,Penticton,BC,"Penticton, BC, Canada",Interior Health,Burdock House (Penticton),Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Negative,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Down (Unknown Opioid),Opioid,Red,Chunk,N/A,Positive,Positive,"Fentanyl, Desalkylgidazepam, Erythritol, Uncertain match",bccsu-drugsense.onrender.com
2024-06-28,Vancouver,BC,"Vancouver, BC, Canada",Vancouver Coastal,Get Your Drugs Tested,Amphetamine,Stimulant,Orange,Pressed tablet,N/A,Negative,Unspecified,"Uncertain oil, Methamphetamine, Microcrystalline cellulose",bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Cocaine,Stimulant,White,Flake,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Cocaine,Stimulant,White,Granules,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Crack Cocaine,Stimulant,White,Chunk,N/A,Negative,Negative,Cocaine base,bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Down (Unknown Opioid),Opioid,Dark Purple,Chunk,N/A,Positive,Negative,"Ortho-methylfentanyl, Para-fluorofentanyl, Erythritol",bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Down (Unknown Opioid),Opioid,Dark Purple,Chunk,N/A,Positive,Negative,"Para-fluorofentanyl, Erythritol, Ortho-methylfentanyl, Uncertain match",bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Down (Unknown Opioid),Opioid,Dark Purple,Chunk,N/A,Positive,Positive,"Para-fluorofentanyl, Phenacetin, Caffeine, Xylitol",bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Down (Unknown Opioid),Opioid,Green,Chunk,N/A,Positive,Negative,"Para-fluorofentanyl, Ortho-methylfentanyl, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Down (Unknown Opioid),Opioid,Green,Granules,N/A,Positive,Negative,"Ortho-methylfentanyl, Para-fluorofentanyl, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Down (Unknown Opioid),Opioid,Grey,Granules,N/A,Positive,Positive,"Fentanyl, Bromazolam, Erythritol, Caffeine",bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Down (Unknown Opioid),Opioid,Light Blue,Granules,N/A,Positive,Negative,"Para-fluorofentanyl, Ortho-methylfentanyl, Erythritol",bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Down (Unknown Opioid),Opioid,Light Purple,Granules,N/A,Positive,Negative,"Uncertain match, Para-fluorofentanyl, Ortho-methylfentanyl, Caffeine, Erythritol",bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Down (Unknown Opioid),Opioid,Purple,Chunk,N/A,Positive,Positive,"Xylitol, Erythritol, Caffeine, Phenacetin, Fentanyl",bccsu-drugsense.onrender.com
2024-06-28,Abbotsford,BC,"Abbotsford, BC, Canada",Fraser Health,Phoenix Society The Hub,Methamphetamine,Stimulant,Colourless,Crystal,N/A,Negative,Unspecified,Methamphetamine,bccsu-drugsense.onrender.com
2024-06-28,Penticton,BC,"Penticton, BC, Canada",Interior Health,Burdock House (Penticton),Fentanyl,Opioid,Light Yellow,Powder,N/A,Negative,Negative,"Uncertain carbohydrate, Lactose",bccsu-drugsense.onrender.com
2024-06-28,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-28,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Cocaine,Stimulant,White,Powder,N/A,Negative,Unspecified,Cocaine hcl,bccsu-drugsense.onrender.com
2024-06-28,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Ketamine,Psychedelic,White,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-28,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Ketamine,Psychedelic,White,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-28,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Ketamine,Psychedelic,White,Crystal,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-28,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Ketamine,Psychedelic,White,Granules,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-28,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,Ketamine,Psychedelic,White,Granules,N/A,Negative,Unspecified,Ketamine,bccsu-drugsense.onrender.com
2024-06-28,Kelowna,BC,"Kelowna, BC, Canada",Interior Health,Living Positive Resource Centre,MDMA,Psychedelic,Light Purple,Granules,N/A,Negative,Unspecified,Mdma,bccsu-drugsense.onrender.com
2024-06-28,Penticton,BC,"Penticton, BC, Canada",Interior Health,Burdock House (Penticton),Cocaine,Stimulant,White,Powder,N/A,Negative,Negative,"Procaine, Mannitol, Cocaine hcl",bccsu-drugsense.onrender.com
2024-06-28,Penticton,BC,"Penticton, BC, Canada",Interior Health,Burdock House (Penticton),Down (Unknown Opioid),Opioid,Light Brown,Chunk,N/A,Positive,Positive,"Erythritol, Caffeine, Ortho-fluorofentanyl",bccsu-drugsense.onrender.com
2024-06-28,Penticton,BC,"Penticton, BC, Canada",Interior Health,Burdock House (Penticton),Down (Unknown Opioid),Opioid,Light Yellow,Chunk,N/A,Positive,Negative,"Phenacetin, Para-fluorofentanyl, Erythritol",bccsu-drugsense.onrender.com
